Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
| 68 | 2024-03-08 | 2024-03-09 |  FET  |       2.756|       0.000|       0.000|       3.082|  Yes   |     812.449|   Long   | 0.000|
| 69 | 2024-03-08 | 2024-03-09 | RBTC  |  68,138.760|       0.000|       0.000|  68,398.200|   No   |     811.910|   Long   | 0.000|
| 70 | 2024-03-08 | 2024-03-09 |FAKEAI |       0.036|       0.000|       0.000|       0.038|  Yes   |     815.301|   Long   | 0.000|
| 71 | 2024-03-08 | 2024-03-09 | HMND  |       0.485|       0.000|       0.000|       0.511|  Yes   |     819.115|   Long   | 0.000|
| 72 | 2024-03-08 | 2024-03-10 | PAXG  |   2,135.250|       0.000|       0.000|   2,140.950|   No   |     818.476|   Long   | 0.000|
| 73 | 2024-03-11 | 2024-03-12 | FRONT |       0.856|       0.000|       0.000|       0.942|  Yes   |     825.823|   Long   | 0.000|
| 74 | 2024-03-11 | 2024-03-12 |  HPO  |       0.117|       0.000|       0.000|       0.122|  Yes   |     827.997|   Long   | 0.000|
| 75 | 2024-03-11 | 2024-03-12 |  XVS  |      15.360|       0.000|       0.000|      15.540|  Yes   |     828.138|   Long   | 0.000|
| 76 | 2024-03-11 | 2024-03-12 |  MX   |       3.210|       0.000|       0.000|       3.356|  Yes   |     831.058|   Long   | 0.000|
| 77 | 2024-03-11 | 2024-03-13 | WBTC  |  72,213.210|       0.000|       0.000|  73,027.800|  Yes   |     831.163|   Long   | 0.000|
| 78 | 2024-03-13 | 2024-03-14 |  SOL  |     163.840|       0.000|       0.000|     176.680|  Yes   |     836.845|   Long   | 0.000|
| 79 | 2024-03-13 | 2024-03-14 |  GHX  |       0.244|       0.000|       0.000|       0.250|  Yes   |     838.270|   Long   | 0.000|
| 80 | 2024-03-11 | 2024-03-16 |  0X0  |       0.493|       0.000|       0.000|       0.000|   No   |     755.603|   Long   | 0.000|
| 81 | 2024-03-11 | 2024-03-16 | ETHX  |   4,059.260|       0.000|       0.000|       0.000|   No   |     672.937|   Long   | 0.000|
| 82 | 2024-03-11 | 2024-03-16 | RETH  |   4,470.440|       0.000|       0.000|       0.000|   No   |     590.271|   Long   | 0.000|
| 83 | 2024-03-11 | 2024-03-16 |  ETH  |   4,066.450|       0.000|       0.000|       0.000|   No   |     507.605|   Long   | 0.000|
| 84 | 2024-03-11 | 2024-03-16 | CGPT  |       0.527|       0.000|       0.000|       0.000|   No   |     424.939|   Long   | 0.000|
| 85 | 2024-03-13 | 2024-03-18 | GEOD  |       0.332|       0.000|       0.000|       0.000|   No   |     340.992|   Long   | 0.000|
| 86 | 2024-03-13 | 2024-03-18 |  BTC  |  73,083.500|       0.000|       0.000|       0.000|   No   |     257.044|   Long   | 0.000|
| 87 | 2024-03-13 | 2024-03-18 | BNBX  |     677.080|       0.000|       0.000|       0.000|   No   |     173.097|   Long   | 0.000|
| 88 | 2024-03-18 | 2024-03-20 | KINGY |       0.365|       0.000|       0.000|       0.367|   No   |     173.007|   Long   | 0.000|
| 89 | 2024-03-18 | 2024-03-21 | WAMPL |      36.940|       0.000|       0.000|      39.020|  Yes   |     173.809|   Long   | 0.000|
| 90 | 2024-03-20 | 2024-03-21 |  FNZ  |       0.014|       0.000|       0.000|       0.017|  Yes   |     177.344|   Long   | 0.000|
| 91 | 2024-03-20 | 2024-03-22 | SFTMX |       1.251|       0.000|       0.000|       1.262|   No   |     177.316|   Long   | 0.000|
| 92 | 2024-03-18 | 2024-03-23 | NULS  |       0.565|       0.000|       0.000|       0.579|  Yes   |     177.561|   Long   | 0.000|
| 93 | 2024-03-18 | 2024-03-23 | LIME  |       0.139|       0.000|       0.000|       0.000|   No   |     160.078|   Long   | 0.000|
| 94 | 2024-03-18 | 2024-03-23 | WELT  |       0.025|       0.000|       0.000|       0.000|   No   |     142.596|   Long   | 0.000|
| 95 | 2024-03-18 | 2024-03-23 |  APX  |       0.179|       0.000|       0.000|       0.000|   No   |     125.113|   Long   | 0.000|
| 96 | 2024-03-20 | 2024-03-24 |  SNC  |       0.058|       0.000|       0.000|       0.059|  Yes   |     125.245|   Long   | 0.000|
| 97 | 2024-03-20 | 2024-03-25 |  CGO  |      71.050|       0.000|       0.000|       0.000|   No   |     107.771|   Long   | 0.000|
| 98 | 2024-03-20 | 2024-03-25 | PAXG  |   2,184.350|       0.000|       0.000|       0.000|   No   |      90.298|   Long   | 0.000|
| 99 | 2024-04-01 | 2024-04-02 | PAXG  |   2,233.740|       0.000|       0.000|   2,262.980|  Yes   |      90.325|   Long   | 0.000|
|100 | 2024-04-01 | 2024-04-02 | XAUT  |   2,251.080|       0.000|       0.000|   2,279.770|  Yes   |      90.350|   Long   | 0.000|
|101 | 2024-04-01 | 2024-04-03 | GHST  |       3.220|       0.000|       0.000|       3.300|  Yes   |      90.485|   Long   | 0.000|
|102 | 2024-04-01 | 2024-04-03 |  MX   |       4.442|       0.000|       0.000|       4.461|   No   |      90.432|   Long   | 0.000|
|103 | 2024-04-01 | 2024-04-03 |  FNZ  |       0.021|       0.000|       0.000|       0.021|  Yes   |      90.690|   Long   | 0.000|
|104 | 2024-04-01 | 2024-04-06 | WCORE |       3.776|       0.000|       0.000|       0.000|   No   |      81.570|   Long   | 0.000|
|105 | 2024-04-01 | 2024-04-06 |POKERFI|       0.002|       0.000|       0.000|       0.000|   No   |      72.450|   Long   | 0.000|
|106 | 2024-04-01 | 2024-04-06 |  KOM  |       0.008|       0.000|       0.000|       0.000|   No   |      63.330|   Long   | 0.000|
|107 | 2024-04-01 | 2024-04-06 |  RIF  |       0.309|       0.000|       0.000|       0.000|   No   |      54.210|   Long   | 0.000|
|108 | 2024-04-05 | 2024-04-06 |  FNZ  |       0.022|       0.000|       0.000|       0.022|   No   |      54.209|   Long   | 0.000|
|109 | 2024-04-05 | 2024-04-06 |  CGO  |      74.610|       0.000|       0.000|      74.850|   No   |      54.147|   Long   | 0.000|
|110 | 2024-04-05 | 2024-04-06 |  MX   |       4.524|       0.000|       0.000|       4.555|   No   |      54.119|   Long   | 0.000|
|111 | 2024-04-05 | 2024-04-08 | XAUT  |   2,330.660|       0.000|       0.000|   2,339.360|   No   |      54.062|   Long   | 0.000|
|112 | 2024-04-05 | 2024-04-08 | PAXG  |   2,317.160|       0.000|       0.000|   2,319.350|   No   |      53.980|   Long   | 0.000|
|113 | 2024-04-30 | 2024-05-05 | ARIX  |       1.603|       0.000|       0.000|       0.000|   No   |      48.528|   Long   | 0.000|
|114 | 2024-05-13 | 2024-05-15 |  TGT  |       0.047|       0.000|       0.000|       0.050|  Yes   |      48.823|   Long   | 0.000|
|115 | 2024-05-13 | 2024-05-18 |  INF  |     224.370|       0.000|       0.000|       0.000|   No   |      43.922|   Long   | 0.000|
|116 | 2024-05-17 | 2024-05-18 |  TGT  |       0.052|       0.000|       0.000|       0.056|  Yes   |      44.233|   Long   | 0.000|
|117 | 2024-05-17 | 2024-05-19 |  AR   |      47.630|       0.000|       0.000|      48.050|   No   |      44.227|   Long   | 0.000|
|118 | 2024-05-17 | 2024-05-19 | CREAM |      68.760|       0.000|       0.000|      90.720|  Yes   |      45.738|   Long   | 0.000|
|119 | 2024-05-17 | 2024-05-19 | BOLT  |       0.009|       0.000|       0.000|       0.010|  Yes   |      46.070|   Long   | 0.000|
|120 | 2024-05-17 | 2024-05-19 |  ABT  |       4.188|       0.000|       0.000|       4.219|   No   |      46.058|   Long   | 0.000|
|121 | 2024-05-20 | 2024-05-21 |  XT   |       3.707|       0.000|       0.000|       3.760|  Yes   |      46.078|   Long   | 0.000|
|122 | 2024-05-20 | 2024-05-21 |  LON  |       0.971|       0.000|       0.000|       0.978|   No   |      46.062|   Long   | 0.000|
|123 | 2024-05-20 | 2024-05-21 |  ABT  |       4.331|       0.000|       0.000|       4.658|  Yes   |      46.363|   Long   | 0.000|
|124 | 2024-05-20 | 2024-05-24 | TOWER |       0.014|       0.000|       0.000|       0.014|   No   |      46.321|   Long   | 0.000|
|125 | 2024-05-20 | 2024-05-25 | BOLT  |       0.012|       0.000|       0.000|       0.000|   No   |      41.669|   Long   | 0.000|
|126 | 2024-05-20 | 2024-05-25 | RBTC  |  73,350.840|       0.000|       0.000|       0.000|   No   |      37.017|   Long   | 0.000|
|127 | 2024-05-20 | 2024-05-25 |  INF  |     224.370|       0.000|       0.000|       0.000|   No   |      32.365|   Long   | 0.000|
|128 | 2024-05-24 | 2024-05-27 | CHEEL |      20.320|       0.000|       0.000|      20.563|  Yes   |      32.374|   Long   | 0.000|
|129 | 2024-05-28 | 2024-06-02 | WOJAK |       0.002|       0.000|       0.000|       0.000|   No   |      29.104|   Long   | 0.000|
|130 | 2024-06-03 | 2024-06-04 |  CET  |       0.056|       0.000|       0.000|       0.059|  Yes   |      29.226|   Long   | 0.000|
|131 | 2024-06-03 | 2024-06-04 | BNBX  |     684.200|       0.000|       0.000|     745.280|  Yes   |      29.457|   Long   | 0.000|
|132 | 2024-06-06 | 2024-06-07 |  CET  |       0.069|       0.000|       0.000|       0.077|  Yes   |      29.784|   Long   | 0.000|
|133 | 2024-06-06 | 2024-06-11 | BNBX  |     772.460|       0.000|       0.000|       0.000|   No   |      26.809|   Long   | 0.000|
|134 | 2024-06-06 | 2024-06-11 |  SNC  |       0.069|       0.000|       0.000|       0.000|   No   |      23.833|   Long   | 0.000|
|135 | 2024-06-06 | 2024-06-11 | WBNB  |     709.630|       0.000|       0.000|       0.000|   No   |      20.858|   Long   | 0.000|
|136 | 2024-06-06 | 2024-06-11 |ANKRBNB|     764.690|       0.000|       0.000|       0.000|   No   |      17.883|   Long   | 0.000|
|137 | 2024-07-17 | 2024-07-18 |  SNC  |       0.072|       0.000|       0.000|       0.072|   No   |      17.866|   Long   | 0.000|

Final trading capital is:17.866237485953
Highest Capital: 1042.4966289914
Max Drawdown :-0.98284584608932
Win percentage is: 0.5985401459854
Average fee: 0.62023764999152
Average risk reward: 0
Long positions win percentage: 0.5985401459854
There's no short positions


General Information about the all iterations:
Number of iterations: 1
Average of final trading capital: 17.866237485953
Standart Deviation of final trading capital: 0

Average of risk reward ratio: 0
Standart Deviation of risk reward ratio: 0

Average of risk win percentage: 0.5985401459854
Standart Deviation of win percentage: 0

Average of max drawdown: -0.98284584608932
Standart Deviation of max drawdown: 0

Average of highest capital: 1042.4966289914
Standart Deviation of highest capital: 0


Amount of simulations where final trading capital is high gain: 0
Amount of simulations where final trading capital is medium gain: 0
Amount of simulations where final trading capital is minimum gain: 0
Amount of simulations where final trading capital is lower than initial investment: 1
Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
+----------------------------------------------------------------------------------------------------------------------------------+
| 1  | 2024-02-05 | 2024-02-06 |  ASM  |       0.145|       0.000|       0.000|       0.168|  Yes   |   1,014.459|   Long   | 0.000|
| 2  | 2024-02-05 | 2024-02-06 |  ABT  |       1.136|       0.000|       0.000|       1.295|  Yes   |   1,027.441|   Long   | 0.000|
| 3  | 2024-02-05 | 2024-02-06 |  TRX  |       0.119|       0.000|       0.000|       0.121|  Yes   |   1,028.117|   Long   | 0.000|
| 4  | 2024-02-07 | 2024-02-08 |  CAH  |       7.610|       0.000|       0.000|       8.530|  Yes   |   1,039.547|   Long   | 0.000|
| 5  | 2024-02-07 | 2024-02-08 |  LCX  |       0.320|       0.000|       0.000|       0.328|  Yes   |   1,040.929|   Long   | 0.000|
| 6  | 2024-02-07 | 2024-02-09 |  TRX  |       0.124|       0.000|       0.000|       0.124|   No   |   1,040.118|   Long   | 0.000|
| 7  | 2024-02-05 | 2024-02-10 | CETUS |       0.140|       0.000|       0.000|       0.126|   No   |   1,029.174|   Long   | 0.000|
| 8  | 2024-02-05 | 2024-02-10 | LINK  |      19.130|       0.000|       0.000|      19.090|   No   |   1,027.965|   Long   | 0.000|
| 9  | 2024-02-12 | 2024-02-13 | CHEEL |      17.398|       0.000|       0.000|      17.588|  Yes   |   1,028.088|   Long   | 0.000|
| 10 | 2024-02-12 | 2024-02-13 | CHEX  |       0.086|       0.000|       0.000|       0.101|  Yes   |   1,044.949|   Long   | 0.000|
| 11 | 2024-02-12 | 2024-02-14 | WBTC  |  49,962.410|       0.000|       0.000|  51,763.230|  Yes   |   1,047.654|   Long   | 0.000|
| 12 | 2024-02-12 | 2024-02-14 | BTCB  |  49,989.520|       0.000|       0.000|  51,812.390|  Yes   |   1,050.403|   Long   | 0.000|
| 13 | 2024-02-12 | 2024-02-14 |  BTC  |  49,958.220|       0.000|       0.000|  51,826.700|  Yes   |   1,053.247|   Long   | 0.000|
| 14 | 2024-02-12 | 2024-02-14 | RBTC  |  49,768.180|       0.000|       0.000|  52,127.960|  Yes   |   1,057.122|   Long   | 0.000|
| 15 | 2024-02-12 | 2024-02-17 | LINK  |      20.490|       0.000|       0.000|      20.030|   No   |   1,053.814|   Long   | 0.000|
| 16 | 2024-02-12 | 2024-02-17 |  CAH  |      19.290|       0.000|       0.000|      19.820|  Yes   |   1,055.638|   Long   | 0.000|
| 17 | 2024-02-16 | 2024-02-17 |  GLQ  |       0.041|       0.000|       0.000|       0.044|  Yes   |   1,062.349|   Long   | 0.000|
| 18 | 2024-02-16 | 2024-02-17 |  BGB  |       1.021|       0.000|       0.000|       1.063|  Yes   |   1,065.719|   Long   | 0.000|
| 19 | 2024-02-16 | 2024-02-17 | SAUCE |       0.122|       0.000|       0.000|       0.124|  Yes   |   1,066.941|   Long   | 0.000|
| 20 | 2024-02-16 | 2024-02-17 | PAAL  |       0.286|       0.000|       0.000|       0.354|  Yes   |   1,091.315|   Long   | 0.000|
| 21 | 2024-02-16 | 2024-02-17 |  TRX  |       0.133|       0.000|       0.000|       0.136|  Yes   |   1,092.618|   Long   | 0.000|
| 22 | 2024-02-16 | 2024-02-18 |ANKRETH|   3,224.730|       0.000|       0.000|   3,269.180|  Yes   |   1,093.075|   Long   | 0.000|
| 23 | 2024-02-16 | 2024-02-18 | CTXC  |       0.612|       0.000|       0.000|       0.614|   No   |   1,092.490|   Long   | 0.000|
| 24 | 2024-02-19 | 2024-02-20 |  ANT  |       7.454|       0.000|       0.000|       7.650|  Yes   |   1,094.353|   Long   | 0.000|
| 25 | 2024-02-19 | 2024-02-20 |FAKEAI |       0.003|       0.000|       0.000|       0.004|  Yes   |   1,112.309|   Long   | 0.000|
| 26 | 2024-02-19 | 2024-02-20 | WBETH |   3,027.450|       0.000|       0.000|   3,104.140|  Yes   |   1,114.076|   Long   | 0.000|
| 27 | 2024-02-19 | 2024-02-20 |ANKRETH|   3,379.450|       0.000|       0.000|   3,408.700|   No   |   1,114.022|   Long   | 0.000|
| 28 | 2024-02-19 | 2024-02-21 |  NMR  |      34.240|       0.000|       0.000|      35.350|  Yes   |   1,116.563|   Long   | 0.000|
| 29 | 2024-02-19 | 2024-02-22 | CGPT  |       0.292|       0.000|       0.000|       0.314|  Yes   |   1,123.738|   Long   | 0.000|
| 30 | 2024-02-19 | 2024-02-22 |  WLD  |       7.607|       0.000|       0.000|       8.164|  Yes   |   1,130.732|   Long   | 0.000|
| 31 | 2024-02-19 | 2024-02-22 | SAUCE |       0.186|       0.000|       0.000|       0.192|  Yes   |   1,132.789|   Long   | 0.000|
| 32 | 2024-02-19 | 2024-02-22 | CTXC  |       0.616|       0.000|       0.000|       0.633|  Yes   |   1,134.842|   Long   | 0.000|
| 33 | 2024-02-22 | 2024-02-23 |  UFI  |       0.146|       0.000|       0.000|       0.190|  Yes   |   1,168.371|   Long   | 0.000|
| 34 | 2024-02-22 | 2024-02-23 | AGRS  |       9.212|       0.000|       0.000|      10.467|  Yes   |   1,182.837|   Long   | 0.000|
| 35 | 2024-02-22 | 2024-02-23 | AGIX  |       0.687|       0.000|       0.000|       0.758|  Yes   |   1,193.551|   Long   | 0.000|
| 36 | 2024-02-22 | 2024-02-23 |  WLD  |       8.164|       0.000|       0.000|       8.228|   No   |   1,193.446|   Long   | 0.000|
| 37 | 2024-02-19 | 2024-02-24 |  0X0  |       0.210|       0.000|       0.000|       0.205|   No   |   1,189.633|   Long   | 0.000|
| 38 | 2024-02-22 | 2024-02-24 |ANKRBNB|     408.730|       0.000|       0.000|     409.360|   No   |   1,188.808|   Long   | 0.000|
| 39 | 2024-02-22 | 2024-02-24 |  ZIG  |       0.077|       0.000|       0.000|       0.079|  Yes   |   1,190.108|   Long   | 0.000|
| 40 | 2024-02-22 | 2024-02-25 |FAKEAI |       0.007|       0.000|       0.000|       0.007|  Yes   |   1,191.190|   Long   | 0.000|
| 41 | 2024-02-22 | 2024-02-25 | ETHX  |   3,058.530|       0.000|       0.000|   3,137.000|  Yes   |   1,193.101|   Long   | 0.000|
| 42 | 2024-02-22 | 2024-02-27 | OCEAN |       0.788|       0.000|       0.000|       0.753|   No   |   1,187.037|   Long   | 0.000|
| 43 | 2024-02-26 | 2024-02-27 | RBTC  |  53,865.500|       0.000|       0.000|  55,852.210|  Yes   |   1,190.437|   Long   | 0.000|
| 44 | 2024-02-26 | 2024-02-27 |  BTC  |  54,522.400|       0.000|       0.000|  57,085.370|  Yes   |   1,195.046|   Long   | 0.000|
| 45 | 2024-02-26 | 2024-02-27 | WBETH |   3,271.680|       0.000|       0.000|   3,339.690|  Yes   |   1,196.526|   Long   | 0.000|
| 46 | 2024-02-26 | 2024-02-27 | WNXM  |      66.230|       0.000|       0.000|      68.380|  Yes   |   1,199.399|   Long   | 0.000|
| 47 | 2024-02-26 | 2024-02-27 | INST  |       2.673|       0.000|       0.000|       2.724|  Yes   |   1,200.693|   Long   | 0.000|
| 48 | 2024-02-26 | 2024-02-28 |  QTO  |       0.251|       0.000|       0.000|       0.260|  Yes   |   1,203.821|   Long   | 0.000|
| 49 | 2024-02-26 | 2024-02-28 | BNBX  |     430.260|       0.000|       0.000|     445.590|  Yes   |   1,207.072|   Long   | 0.000|
