Iteration number: 1
Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
| 29 | 2023-12-10 | 2024-02-07 | TURBO |       0.000|       0.001|       0.000|       0.000|  Yes   |     683.316|  Short   | 0.000|
| 30 | 2023-12-11 | 2024-02-08 |MEMEME |       0.000|       0.000|       0.000|       0.000|  Yes   |     701.356|  Short   | 0.000|
| 31 | 2024-02-08 | 2024-02-09 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     633.024|  Short   | 0.000|
| 32 | 2023-12-17 | 2024-02-14 | HOPR  |       0.087|       0.174|       0.044|       0.067|  Yes   |     646.226|  Short   | 0.000|
| 33 | 2024-01-04 | 2024-02-16 |  ONS  |       4.895|       9.791|       2.448|       9.791|  Yes   |     670.180|  Short   | 0.000|
| 34 | 2024-02-14 | 2024-02-18 | ASTX  |     883.410|   1,766.820|     441.705|     441.705|   No   |     606.878|  Short   | 0.000|
| 35 | 2024-02-19 | 2024-02-20 |  GFY  |       0.000|       0.000|       0.000|       0.000|   No   |     546.190|  Short   | 0.000|
| 36 | 2024-02-19 | 2024-02-20 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     485.502|  Short   | 0.000|
| 37 | 2024-02-20 | 2024-02-21 |  ICE  |       0.007|       0.014|       0.004|       0.004|   No   |     424.814|  Short   | 0.000|
| 38 | 2024-02-21 | 2024-02-22 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     376.264|  Short   | 0.000|
| 39 | 2024-02-10 | 2024-02-23 |DOGWIFHAT|       0.019|       0.037|       0.009|       0.037|  Yes   |     407.915|  Short   | 0.000|
| 40 | 2024-02-23 | 2024-02-24 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     370.289|  Short   | 0.000|
| 41 | 2024-02-22 | 2024-02-25 | LITHO |       0.001|       0.002|       0.001|       0.002|  Yes   |     391.530|  Short   | 0.000|
| 42 | 2024-02-25 | 2024-02-26 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |     354.501|  Short   | 0.000|
| 43 | 2024-02-25 | 2024-02-26 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     317.472|  Short   | 0.000|
| 44 | 2024-02-21 | 2024-02-28 |  GFY  |       0.000|       0.000|       0.000|       0.000|   No   |     268.922|  Short   | 0.000|
| 45 | 2024-02-27 | 2024-02-28 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     237.174|  Short   | 0.000|
| 46 | 2024-02-29 | 2024-03-01 |USEDCAR|       0.026|       0.052|       0.013|       0.013|   No   |     213.457|  Short   | 0.000|
| 47 | 2024-02-29 | 2024-03-01 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     189.740|  Short   | 0.000|
| 48 | 2024-03-02 | 2024-03-03 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     170.766|  Short   | 0.000|
| 49 | 2024-02-26 | 2024-03-05 |  EFX  |       0.051|       0.103|       0.026|       0.103|  Yes   |     190.342|  Short   | 0.000|
| 50 | 2024-03-06 | 2024-03-07 | LCSN  |       0.000|       0.000|       0.000|       0.000|   No   |     171.308|  Short   | 0.000|
| 51 | 2024-03-08 | 2024-03-14 |WASSIE |       0.000|       0.000|       0.000|       0.000|   No   |     154.177|  Short   | 0.000|
| 52 | 2024-01-31 | 2024-03-15 |  LUS  |       0.003|       0.005|       0.001|       0.001|   No   |      98.433|  Short   | 0.000|
| 53 | 2024-02-21 | 2024-03-15 | STRDY |       0.319|       0.637|       0.159|       0.159|   No   |      49.883|  Short   | 0.000|
| 54 | 2024-01-25 | 2024-03-18 |  VV   |       0.011|       0.021|       0.005|       0.021|  Yes   |      76.903|  Short   | 0.000|
| 55 | 2024-03-15 | 2024-03-19 | PENG  |       1.358|       2.716|       0.679|       2.716|  Yes   |      84.612|  Short   | 0.000|
| 56 | 2024-03-02 | 2024-03-21 |  PDA  |       0.325|       0.650|       0.162|       0.650|  Yes   |      94.099|  Short   | 0.000|
| 57 | 2024-03-18 | 2024-03-23 | SEOR  |       0.004|       0.008|       0.002|       0.002|   No   |      89.111|  Short   | 0.000|
| 58 | 2024-02-17 | 2024-03-27 |  XOR  |       0.000|       0.001|       0.000|       0.001|  Yes   |     122.620|  Short   | 0.000|
| 59 | 2024-03-02 | 2024-03-27 |DOGWIFHAT|       0.049|       0.098|       0.024|       0.098|  Yes   |     132.107|  Short   | 0.000|
| 60 | 2024-03-21 | 2024-03-27 |WHOREN |       0.136|       0.272|       0.068|       0.272|  Yes   |     136.338|  Short   | 0.000|
| 61 | 2024-03-25 | 2024-03-27 |  IPX  |       0.001|       0.003|       0.001|       0.003|  Yes   |     140.793|  Short   | 0.000|
| 62 | 2024-03-24 | 2024-03-30 |PAJAMAS|       0.003|       0.006|       0.002|       0.002|   No   |     131.882|  Short   | 0.000|
| 63 | 2024-03-30 | 2024-03-31 |  MOB  |       0.086|       0.171|       0.043|       0.043|   No   |     117.803|  Short   | 0.000|
| 64 | 2024-03-29 | 2024-04-01 | LOOPY |       0.000|       0.001|       0.000|       0.001|  Yes   |     124.842|  Short   | 0.000|
| 65 | 2024-03-29 | 2024-04-03 |  SFM  |       0.000|       0.000|       0.000|       0.000|  Yes   |     131.882|  Short   | 0.000|
| 66 | 2024-03-30 | 2024-04-05 |  CIF  |       0.002|       0.004|       0.001|       0.004|  Yes   |     138.922|  Short   | 0.000|
| 67 | 2024-02-09 | 2024-04-08 | ORNJ  |       0.542|       1.084|       0.271|       0.603|   No   |     131.017|  Short   | 0.000|
| 68 | 2024-04-07 | 2024-04-09 |BOMEOW |       0.032|       0.063|       0.016|       0.063|  Yes   |     137.963|  Short   | 0.000|
| 69 | 2024-03-17 | 2024-04-13 | BOME  |       0.018|       0.035|       0.009|       0.035|  Yes   |     140.457|  Short   | 0.000|
| 70 | 2024-04-02 | 2024-04-13 | BLERF |       0.000|       0.000|       0.000|       0.000|  Yes   |     146.699|  Short   | 0.000|
| 71 | 2024-04-07 | 2024-04-18 |  ABL  |       0.003|       0.007|       0.002|       0.007|  Yes   |     153.645|  Short   | 0.000|
| 72 | 2024-04-09 | 2024-04-18 | TIDE  |       0.003|       0.007|       0.002|       0.007|  Yes   |     160.196|  Short   | 0.000|
| 73 | 2024-04-17 | 2024-04-18 | JUSDT |       0.435|       0.870|       0.217|       0.217|   No   |     145.526|  Short   | 0.000|
| 74 | 2024-03-20 | 2024-04-19 |TIGRES |       3.988|       7.976|       1.994|       7.976|  Yes   |     149.757|  Short   | 0.000|
| 75 | 2024-04-20 | 2024-04-22 | KNFT  |       0.280|       0.560|       0.140|       0.560|  Yes   |     157.244|  Short   | 0.000|
| 76 | 2024-04-01 | 2024-04-24 | BIBO  |       0.000|       0.000|       0.000|       0.000|  Yes   |     163.135|  Short   | 0.000|
| 77 | 2024-03-02 | 2024-04-30 |  OLE  |       0.050|       0.101|       0.025|       0.073|   No   |     154.835|  Short   | 0.000|
| 78 | 2024-03-04 | 2024-05-02 |  NUM  |       0.138|       0.276|       0.069|       0.088|  Yes   |     161.016|  Short   | 0.000|
| 79 | 2024-05-02 | 2024-05-05 |  CEL  |       0.248|       0.496|       0.124|       0.124|   No   |     145.532|  Short   | 0.000|
| 80 | 2024-05-11 | 2024-05-12 | ROOST |       0.002|       0.003|       0.001|       0.001|   No   |     130.979|  Short   | 0.000|
| 81 | 2024-05-16 | 2024-05-24 | CIND  |       0.007|       0.013|       0.003|       0.013|  Yes   |     137.528|  Short   | 0.000|
| 82 | 2024-05-19 | 2024-05-25 |  XOR  |       0.000|       0.000|       0.000|       0.000|   No   |     124.430|  Short   | 0.000|
| 83 | 2024-05-26 | 2024-05-28 | ROOST |       0.020|       0.040|       0.010|       0.040|  Yes   |     130.652|  Short   | 0.000|
| 84 | 2024-03-31 | 2024-05-29 |  OAX  |       0.305|       0.610|       0.152|       0.225|  Yes   |     134.092|  Short   | 0.000|
| 85 | 2024-05-28 | 2024-05-29 |  MOG  |       0.000|       0.000|       0.000|       0.000|   No   |     121.649|  Short   | 0.000|
| 86 | 2024-05-10 | 2024-05-31 |  VP   |       0.480|       0.960|       0.240|       0.960|  Yes   |     128.925|  Short   | 0.000|
| 87 | 2024-05-19 | 2024-06-01 |THAVAGE|       0.010|       0.020|       0.005|       0.020|  Yes   |     135.474|  Short   | 0.000|
| 88 | 2024-06-02 | 2024-06-03 |  MOG  |       0.000|       0.000|       0.000|       0.000|   No   |     121.927|  Short   | 0.000|
| 89 | 2024-06-04 | 2024-06-06 | ROOST |       0.022|       0.044|       0.011|       0.044|  Yes   |     128.023|  Short   | 0.000|
| 90 | 2024-04-10 | 2024-06-08 | MATH  |       0.528|       1.055|       0.264|       0.354|  Yes   |     132.574|  Short   | 0.000|
| 91 | 2024-06-09 | 2024-06-13 | ROOST |       0.029|       0.059|       0.015|       0.059|  Yes   |     139.203|  Short   | 0.000|
| 92 | 2024-05-27 | 2024-06-16 |  FIU  |       0.001|       0.001|       0.000|       0.001|  Yes   |     145.424|  Short   | 0.000|
| 93 | 2024-06-12 | 2024-06-16 |  BVT  |       0.039|       0.078|       0.019|       0.078|  Yes   |     152.053|  Short   | 0.000|
| 94 | 2024-04-26 | 2024-06-20 | QUINT |       0.060|       0.119|       0.030|       0.119|  Yes   |     160.210|  Short   | 0.000|
| 95 | 2024-06-04 | 2024-06-21 | JULD  |       0.004|       0.008|       0.002|       0.008|  Yes   |     166.306|  Short   | 0.000|
| 96 | 2024-06-16 | 2024-06-21 |  ZLW  |       0.005|       0.011|       0.003|       0.011|  Yes   |     173.266|  Short   | 0.000|
| 97 | 2024-06-06 | 2024-06-23 |CRAMER |       0.001|       0.003|       0.001|       0.003|  Yes   |     179.362|  Short   | 0.000|
| 98 | 2024-04-30 | 2024-06-28 | VERI  |      30.330|      60.660|      15.165|      17.130|  Yes   |     186.462|  Short   | 0.000|
| 99 | 2024-06-28 | 2024-07-03 |  MSU  |       0.004|       0.009|       0.002|       0.009|  Yes   |     195.430|  Short   | 0.000|
|100 | 2024-05-25 | 2024-07-04 |  CEL  |       1.154|       2.308|       0.577|       2.308|  Yes   |     202.307|  Short   | 0.000|
|101 | 2024-07-07 | 2024-07-08 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |     182.076|  Short   | 0.000|
|102 | 2024-07-07 | 2024-07-09 |  MOG  |       0.000|       0.000|       0.000|       0.000|   No   |     161.845|  Short   | 0.000|
|103 | 2024-07-10 | 2024-07-11 | ALLBI |       0.009|       0.018|       0.004|       0.004|   No   |     145.661|  Short   | 0.000|
|104 | 2024-05-29 | 2024-07-14 | NEAT  |       0.115|       0.230|       0.058|       0.230|  Yes   |     152.193|  Short   | 0.000|
|105 | 2024-07-16 | 2024-07-17 |  CQT  |       0.011|       0.022|       0.005|       0.005|   No   |     136.974|  Short   | 0.000|
|106 | 2024-07-16 | 2024-07-17 | ALLBI |       0.003|       0.005|       0.001|       0.001|   No   |     121.755|  Short   | 0.000|
|107 | 2024-07-12 | 2024-07-20 | ROOST |       0.008|       0.016|       0.004|       0.016|  Yes   |     129.038|  Short   | 0.000|
|108 | 2024-05-30 | 2024-07-28 |  BOA  |       0.022|       0.043|       0.011|       0.014|  Yes   |     133.249|  Short   | 0.000|
|109 | 2024-07-22 | 2024-07-31 |  CQT  |       0.020|       0.040|       0.010|       0.040|  Yes   |     139.701|  Short   | 0.000|
|110 | 2024-07-22 | 2024-08-02 | OPSEC |       0.063|       0.126|       0.032|       0.126|  Yes   |     146.153|  Short   | 0.000|
|111 | 2024-08-09 | 2024-08-10 |  MOG  |       0.000|       0.000|       0.000|       0.000|   No   |     131.538|  Short   | 0.000|
|112 | 2024-08-02 | 2024-08-15 | ROOST |       0.004|       0.008|       0.002|       0.008|  Yes   |     138.523|  Short   | 0.000|
|113 | 2024-07-31 | 2024-08-16 | BEAT  |       0.005|       0.009|       0.002|       0.009|  Yes   |     145.185|  Short   | 0.000|
|114 | 2024-08-04 | 2024-08-16 | FEVR  |       0.000|       0.000|       0.000|       0.000|   No   |     130.570|  Short   | 0.000|
|115 | 2024-08-15 | 2024-08-16 | LHINU |       0.000|       0.000|       0.000|       0.000|   No   |     117.416|  Short   | 0.000|
|116 | 2024-08-14 | 2024-08-17 | SHIA  |       0.000|       0.001|       0.000|       0.000|   No   |     104.262|  Short   | 0.000|
|117 | 2024-08-28 | 2024-08-29 | LHINU |       0.000|       0.000|       0.000|       0.000|   No   |      93.836|  Short   | 0.000|
|118 | 2024-07-15 | 2024-09-12 |PRIMAL |       0.000|       0.000|       0.000|       0.000|  Yes   |      93.915|  Short   | 0.000|
|119 | 2024-09-13 | 2024-09-15 | LHINU |       0.000|       0.000|       0.000|       0.000|   No   |      84.524|  Short   | 0.000|
|120 | 2024-09-04 | 2024-09-18 |ROOBEE |       0.001|       0.002|       0.000|       0.002|  Yes   |      89.216|  Short   | 0.000|
|121 | 2024-09-15 | 2024-09-19 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |      79.824|  Short   | 0.000|
|122 | 2024-09-20 | 2024-09-21 | LHINU |       0.000|       0.000|       0.000|       0.000|   No   |      71.842|  Short   | 0.000|
|123 | 2024-09-17 | 2024-09-24 | HYVE  |       0.025|       0.050|       0.012|       0.050|  Yes   |      76.068|  Short   | 0.000|
|124 | 2024-09-25 | 2024-09-26 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |      68.461|  Short   | 0.000|
|125 | 2024-08-26 | 2024-10-01 | INSP  |       0.035|       0.069|       0.017|       0.069|  Yes   |      73.674|  Short   | 0.000|
|126 | 2024-09-30 | 2024-10-02 | TOKU  |       0.000|       0.000|       0.000|       0.000|  Yes   |      77.097|  Short   | 0.000|
|127 | 2024-10-01 | 2024-10-02 |CHUCHU |       0.255|       0.509|       0.127|       0.127|   No   |      70.251|  Short   | 0.000|
|128 | 2024-10-05 | 2024-10-06 |  MOG  |       0.000|       0.000|       0.000|       0.000|   No   |      63.226|  Short   | 0.000|
|129 | 2024-09-24 | 2024-10-13 | STRDY |       0.686|       1.372|       0.343|       0.343|   No   |      56.042|  Short   | 0.000|
|130 | 2024-10-15 | 2024-10-17 |  COQ  |       0.000|       0.000|       0.000|       0.000|   No   |      50.438|  Short   | 0.000|
|131 | 2024-10-18 | 2024-10-19 |  3KM  |       0.007|       0.015|       0.004|       0.015|  Yes   |      52.960|  Short   | 0.000|
|132 | 2024-10-15 | 2024-10-22 | ALLBI |       0.002|       0.003|       0.001|       0.001|   No   |      47.355|  Short   | 0.000|
|133 | 2024-10-04 | 2024-10-24 | WITCH |       0.152|       0.304|       0.076|       0.076|   No   |      40.330|  Short   | 0.000|
|134 | 2024-10-19 | 2024-10-24 |  IRL  |       0.029|       0.058|       0.014|       0.058|  Yes   |      42.852|  Short   | 0.000|
|135 | 2024-10-23 | 2024-10-24 | ALLBI |       0.003|       0.007|       0.002|       0.002|   No   |      38.117|  Short   | 0.000|
|136 | 2024-10-14 | 2024-10-25 | ARIX  |       0.048|       0.096|       0.024|       0.096|  Yes   |      40.919|  Short   | 0.000|
|137 | 2024-10-27 | 2024-10-31 | LHINU |       0.000|       0.000|       0.000|       0.000|  Yes   |      42.965|  Short   | 0.000|
|138 | 2024-10-03 | 2024-11-01 |CHUCHU |       0.232|       0.464|       0.116|       0.464|  Yes   |      46.477|  Short   | 0.000|
|139 | 2024-10-30 | 2024-11-01 | COOK  |       0.007|       0.013|       0.003|       0.003|   No   |      42.385|  Short   | 0.000|
|140 | 2024-09-09 | 2024-11-07 | WLKN  |       0.001|       0.003|       0.001|       0.001|  Yes   |      44.792|  Short   | 0.000|
|141 | 2024-09-27 | 2024-11-11 |  SLN  |       0.463|       0.926|       0.232|       0.926|  Yes   |      48.215|  Short   | 0.000|
|142 | 2024-09-25 | 2024-11-23 |  CLH  |       0.001|       0.003|       0.001|       0.001|  Yes   |      51.337|  Short   | 0.000|
|143 | 2024-10-08 | 2024-12-06 |  OG   |       8.076|      16.151|       4.038|       5.887|  Yes   |      53.050|  Short   | 0.000|
|144 | 2024-10-21 | 2024-12-19 |  PIP  |       0.032|       0.063|       0.016|       0.038|   No   |      51.958|  Short   | 0.000|

Final trading capital is:51.957734931546
Highest Capital: 1000
Max Drawdown :-0.95908125997607
Win percentage is: 0.55555555555556
Average fee: 0.30547316431698
Average risk reward: 0
There's no long positions
Short positions win percentage: 0.55555555555556


General Information about the all iterations:
Number of iterations: 1
Average of final trading capital: 51.957734931546
Standart Deviation of final trading capital: 0

Average of risk reward ratio: 0
Standart Deviation of risk reward ratio: 0

Average of risk win percentage: 0.55555555555556
Standart Deviation of win percentage: 0

Average of max drawdown: -0.95908125997607
Standart Deviation of max drawdown: 0

Average of highest capital: 1000
Standart Deviation of highest capital: 0


Amount of simulations where final trading capital is high gain: 0
Amount of simulations where final trading capital is medium gain: 0
Amount of simulations where final trading capital is minimum gain: 0
Amount of simulations where final trading capital is lower than initial investment: 1
Iteration number: 1


| #  | Trade Date | Exit Date  |Ticker |Enter Price | Stop Loss  |Take Profit | Exit Price | Winner |  Capital   | Position |Spread|
+----------------------------------------------------------------------------------------------------------------------------------+
| 1  | 2023-11-11 | 2023-11-14 |  NOS  |       0.207|       0.414|       0.103|       0.414|  Yes   |   1,050.000|  Short   | 0.000|
| 2  | 2023-11-16 | 2023-11-17 | CAGA  |       0.000|       0.000|       0.000|       0.000|   No   |     945.000|  Short   | 0.000|
| 3  | 2023-11-09 | 2023-11-19 | FERC  |       0.133|       0.267|       0.067|       0.267|  Yes   |     995.000|  Short   | 0.000|
| 4  | 2023-11-10 | 2023-11-19 |  ZF   |       0.003|       0.005|       0.001|       0.001|   No   |     895.000|  Short   | 0.000|
| 5  | 2023-11-20 | 2023-11-29 | AIOZ  |       0.063|       0.127|       0.032|       0.032|   No   |     805.500|  Short   | 0.000|
| 6  | 2023-11-24 | 2023-12-04 | RAIN  |       0.003|       0.007|       0.002|       0.002|   No   |     716.000|  Short   | 0.000|
| 7  | 2023-11-25 | 2023-12-06 |  UQC  |      14.587|      29.173|       7.293|      29.173|  Yes   |     760.750|  Short   | 0.000|
| 8  | 2023-12-01 | 2023-12-07 | PERL  |       0.010|       0.020|       0.005|       0.020|  Yes   |     801.025|  Short   | 0.000|
| 9  | 2023-11-24 | 2023-12-08 |  DFL  |       0.002|       0.004|       0.001|       0.001|   No   |     711.525|  Short   | 0.000|
| 10 | 2023-12-09 | 2023-12-15 |  MNR  |       0.001|       0.002|       0.001|       0.002|  Yes   |     747.101|  Short   | 0.000|
| 11 | 2023-11-02 | 2023-12-18 | DOGGY |       0.002|       0.003|       0.001|       0.003|  Yes   |     797.101|  Short   | 0.000|
| 12 | 2023-11-16 | 2023-12-24 |  OTK  |       0.018|       0.037|       0.009|       0.009|   No   |     692.101|  Short   | 0.000|
| 13 | 2023-12-26 | 2023-12-30 | KIMBO |       0.000|       0.000|       0.000|       0.000|   No   |     622.891|  Short   | 0.000|
| 14 | 2024-01-03 | 2024-01-04 |AMAZINGTEAM|      10.887|      21.774|       5.444|       5.444|   No   |     560.602|  Short   | 0.000|
| 15 | 2023-12-02 | 2024-01-05 |  SBR  |       0.010|       0.019|       0.005|       0.019|  Yes   |     600.877|  Short   | 0.000|
| 16 | 2023-11-28 | 2024-01-26 | EOSC  |       0.003|       0.006|       0.001|       0.003|   No   |     596.843|  Short   | 0.000|
| 17 | 2023-11-28 | 2024-01-26 | HORD  |       0.024|       0.047|       0.012|       0.017|  Yes   |     621.932|  Short   | 0.000|
| 18 | 2024-01-08 | 2024-01-31 |TRIVIA |       0.003|       0.006|       0.001|       0.006|  Yes   |     651.976|  Short   | 0.000|
| 19 | 2023-12-10 | 2024-02-03 |  LIQ  |       0.004|       0.009|       0.002|       0.009|  Yes   |     687.552|  Short   | 0.000|
| 20 | 2023-12-08 | 2024-02-05 | MYTH  |       0.502|       1.004|       0.251|       0.294|  Yes   |     720.788|  Short   | 0.000|
| 21 | 2023-12-10 | 2024-02-07 | TURBO |       0.000|       0.001|       0.000|       0.000|  Yes   |     742.891|  Short   | 0.000|
| 22 | 2023-12-11 | 2024-02-08 |MEMEME |       0.000|       0.000|       0.000|       0.000|  Yes   |     766.608|  Short   | 0.000|
| 23 | 2023-12-17 | 2024-02-14 | HOPR  |       0.087|       0.174|       0.044|       0.067|  Yes   |     783.855|  Short   | 0.000|
| 24 | 2023-12-24 | 2024-02-21 | BOBA  |       0.291|       0.582|       0.145|       0.253|  Yes   |     794.165|  Short   | 0.000|
| 25 | 2024-02-22 | 2024-02-25 | LITHO |       0.001|       0.002|       0.001|       0.002|  Yes   |     833.874|  Short   | 0.000|
| 26 | 2024-02-29 | 2024-03-01 |USEDCAR|       0.026|       0.052|       0.013|       0.013|   No   |     750.486|  Short   | 0.000|
| 27 | 2024-01-31 | 2024-03-07 | BCOIN |       0.031|       0.062|       0.016|       0.016|   No   |     688.293|  Short   | 0.000|
| 28 | 2024-03-08 | 2024-03-14 |WASSIE |       0.000|       0.000|       0.000|       0.000|   No   |     619.464|  Short   | 0.000|
| 29 | 2024-01-31 | 2024-03-15 |  LUS  |       0.003|       0.005|       0.001|       0.001|   No   |     557.271|  Short   | 0.000|
| 30 | 2024-01-17 | 2024-03-16 | FUNCH |       3.079|       6.158|       1.539|       3.296|   No   |     553.036|  Short   | 0.000|
| 31 | 2024-03-05 | 2024-03-19 | MICE  |       0.026|       0.051|       0.013|       0.051|  Yes   |     590.561|  Short   | 0.000|
| 32 | 2024-03-15 | 2024-03-19 | PENG  |       1.358|       2.716|       0.679|       2.716|  Yes   |     621.534|  Short   | 0.000|
| 33 | 2024-03-02 | 2024-03-21 |  PDA  |       0.325|       0.650|       0.162|       0.650|  Yes   |     659.058|  Short   | 0.000|
| 34 | 2024-03-18 | 2024-03-23 | SEOR  |       0.004|       0.008|       0.002|       0.002|   No   |     603.755|  Short   | 0.000|
| 35 | 2024-02-17 | 2024-03-27 |  XOR  |       0.000|       0.001|       0.000|       0.001|  Yes   |     642.947|  Short   | 0.000|
| 36 | 2024-03-02 | 2024-03-27 |DOGWIFHAT|       0.049|       0.098|       0.024|       0.098|  Yes   |     680.472|  Short   | 0.000|
| 37 | 2024-03-21 | 2024-03-27 |WHOREN |       0.136|       0.272|       0.068|       0.272|  Yes   |     711.548|  Short   | 0.000|
| 38 | 2024-03-25 | 2024-03-27 |  IPX  |       0.001|       0.003|       0.001|       0.003|  Yes   |     741.736|  Short   | 0.000|
| 39 | 2024-03-24 | 2024-03-30 |PAJAMAS|       0.003|       0.006|       0.002|       0.002|   No   |     681.361|  Short   | 0.000|
| 40 | 2024-03-30 | 2024-04-01 | CATO  |       0.013|       0.026|       0.006|       0.026|  Yes   |     718.447|  Short   | 0.000|
| 41 | 2024-03-29 | 2024-04-03 |  SFM  |       0.000|       0.000|       0.000|       0.000|  Yes   |     755.534|  Short   | 0.000|
| 42 | 2024-03-30 | 2024-04-05 |  CIF  |       0.002|       0.004|       0.001|       0.004|  Yes   |     792.621|  Short   | 0.000|
| 43 | 2024-02-09 | 2024-04-08 | ORNJ  |       0.542|       1.084|       0.271|       0.603|   No   |     783.981|  Short   | 0.000|
| 44 | 2024-03-17 | 2024-04-13 | BOME  |       0.018|       0.035|       0.009|       0.035|  Yes   |     811.632|  Short   | 0.000|
| 45 | 2024-04-02 | 2024-04-13 | BLERF |       0.000|       0.000|       0.000|       0.000|  Yes   |     847.555|  Short   | 0.000|
| 46 | 2024-04-08 | 2024-04-16 |  IDV  |       0.003|       0.007|       0.002|       0.007|  Yes   |     887.186|  Short   | 0.000|
